1744271412925704448, 1744271412925891328, 1/19, O
1744271412925891328, 1744271412926078464, 1/18, O
1744271412926078464, 1744271412926266112, 1/18, O
1744271412926266112, 1744271412926453504, 1/18, O
1744271412926453504, 1744271412926640128, 1/19, O
1744271412926640128, 1744271412926826752, 1/18, O
1744271412926826752, 1744271412927013888, 1/18, O
1744271412927013888, 1744271412927203072, 1/16, O
1744271412927203072, 1744271412927390464, 1/18, O
1744271412927390464, 1744271412927577856, 1/18, O
1744271412927577856, 1744271412927763968, 1/18, O
1744271412927763968, 1744271412927950592, 1/19, O
1744271412927950592, 1744271412928137472, 1/18, O
1744271412928137472, 1744271412928324352, 1/18, O
1744271412928324352, 1744271412928510976, 1/19, O
1744271412928510976, 1744271412928698112, 1/18, O
1744271412928698112, 1744271412928888320, 1/15, O
1744271412928888320, 1744271412929078784, 1/8, O
1744271412929078784, 1744271412929266688, 1/18, O
1744271412929266688, 1744271412929453568, 1/18, O
1744271412929453568, 1744271412929639680, 1/18, O
1744271412929639680, 1744271412929826560, 1/19, O
1744271412929826560, 1744271412930014976, 1/18, O
1744271412930014976, 1744271412930200832, 1/19, O
1744271412930200832, 1744271412930386432, 1/18, O
1744271412930386432, 1744271412930577152, 1/15, O
1744271412930577152, 1744271412930763264, 1/18, O
1744271412930763264, 1744271412930949376, 1/19, O
1744271412930949376, 1744271412931135744, 1/18, O
1744271412931135744, 1744271412931322112, 1/18, O
1744271412931322112, 1744271412931508224, 1/19, O
1744271412931508224, 1744271412931693824, 1/18, O
1744271412931693824, 1744271412931879680, 1/19, O
1744271412931879680, 1744271412932066816, 1/18, O
1744271412932066816, 1744271412932256000, 1/17, O
1744271412932256000, 1744271412932444672, 1/17, O
1744271412932444672, 1744271412932630528, 1/18, O
1744271412932630528, 1744271412932816896, 1/18, O
1744271412932816896, 1744271412933006080, 2/16, O
1744271412933006080, 1744271412933192960, 1/18, O
1744271412933192960, 1744271412933378816, 1/18, O
1744271412933378816, 1744271412933598720, 1/18, O
1744271412933598720, 1744271412933785600, 1/19, O
1744271412933785600, 1744271412933971712, 1/18, O
1744271412933971712, 1744271412934160896, 1/15, O
1744271412934160896, 1744271412934347520, 1/18, O
1744271412934347520, 1744271412934533376, 1/19, O
1744271412934533376, 1744271412934719488, 1/18, O
1744271412934719488, 1744271412934905088, 1/18, O
1744271412934905088, 1744271412935092224, 1/18, O
1744271412935092224, 1744271412935280128, 1/19, O
1744271412935280128, 1744271412935466752, 1/18, O
1744271412935466752, 1744271412935652608, 1/19, O
1744271412935652608, 1744271412935842304, 1/14, O
1744271412935842304, 1744271412936028672, 1/18, O
1744271412936028672, 1744271412936215296, 1/19, O
1744271412936215296, 1744271412936401920, 1/18, O
1744271412936401920, 1744271412936588544, 1/18, O
1744271412936588544, 1744271412936776704, 1/19, O
1744271412936776704, 1744271412937012992, 1/15, O
1744271412937012992, 1744271412937201152, 1/18, O
1744271412937201152, 1744271412937388032, 3/16, O
1744271412937388032, 1744271412937579520, 1/15, O
1744271412937579520, 1744271412937765888, 1/18, O
1744271412937765888, 1744271412937952000, 1/18, O
1744271412937952000, 1744271412938138368, 1/19, O
1744271412938138368, 1744271412938325760, 1/18, O
1744271412938325760, 1744271412938512128, 1/19, O
1744271412938512128, 1744271412938699520, 1/18, O
1744271412938699520, 1744271412938885376, 1/18, O
1744271412938885376, 1744271412939072256, 1/19, O
1744271412939072256, 1744271412939261184, 1/15, O
1744271412939261184, 1744271412939449088, 1/18, O
1744271412939449088, 1744271412939634688, 1/19, O
1744271412939634688, 1744271412939820544, 1/18, O
1744271412939820544, 1744271412940006400, 1/18, O
1744271412940006400, 1744271412940192768, 1/19, O
1744271412940192768, 1744271412940379136, 1/18, O
1744271412940379136, 1744271412940564992, 1/19, O
1744271412940564992, 1744271412940750848, 1/18, O
1744271412940750848, 1744271412940955392, 1/16, O
1744271412940955392, 1744271412941142784, 1/17, O
1744271412941142784, 1744271412941329920, 1/19, O
1744271412941329920, 1744271412941516800, 1/18, O
1744271412941516800, 1744271412941702912, 1/18, O
1744271412941702912, 1744271412941888768, 1/19, O
1744271412941888768, 1744271412942075136, 1/18, O
1744271412942075136, 1744271412942262016, 1/19, O
1744271412942262016, 1744271412942448128, 1/18, O
1744271412942448128, 1744271412942634752, 1/18, O
1744271412942634752, 1744271412942824960, 1/15, O
1744271412942824960, 1744271412943012096, 1/19, O
1744271412943012096, 1744271412943198720, 1/18, O
1744271412943198720, 1744271412943385344, 1/18, O
1744271412943385344, 1744271412943572992, 1/19, O
1744271412943572992, 1744271412943759360, 1/18, O
1744271412943759360, 1744271412943945728, 1/19, O
1744271412943945728, 1744271412944132096, 1/18, O
1744271412944132096, 1744271412944318976, 1/18, O
1744271412944318976, 1744271412944508160, 1/15, O
1744271412944508160, 1744271412944695040, 1/19, O
1744271412944695040, 1744271412944881664, 1/18, O
1744271412944881664, 1744271412945071360, 1/9, O
1744271412945071360, 1744271412945259520, 1/17, O
1744271412945259520, 1744271412945446400, 1/18, O
1744271412945446400, 1744271412945632512, 1/18, O
1744271412945632512, 1744271412945818368, 1/19, O
1744271412945818368, 1744271412946004736, 1/18, O
1744271412946004736, 1744271412946195712, 1/14, O
1744271412946195712, 1744271412946382336, 1/18, O
1744271412946382336, 1744271412946568960, 1/19, O
1744271412946568960, 1744271412946755072, 1/18, O
1744271412946755072, 1744271412946941696, 1/18, O
1744271412946941696, 1744271412947127552, 1/19, O
1744271412947127552, 1744271412947314432, 1/18, O
1744271412947314432, 1744271412947500800, 1/18, O
1744271412947500800, 1744271412947686656, 1/19, O
1744271412947686656, 1744271412947875840, 1/16, O
1744271412947875840, 1744271412948063488, 1/17, O
1744271412948063488, 1744271412948251648, 1/19, O
1744271412948251648, 1744271412948438272, 1/18, O
1744271412948438272, 1744271412948624128, 1/19, O
1744271412948624128, 1744271412948810240, 1/18, O
1744271412948810240, 1744271412948997120, 2/16, O
1744271412948997120, 1744271412949184000, 1/18, O
1744271412949184000, 1744271412949370112, 1/18, O
1744271412949370112, 1744271412949556992, 1/19, O
1744271412949556992, 1744271412949746176, 1/14, O
1744271412949746176, 1744271412949932544, 1/19, O
1744271412949932544, 1744271412950119680, 1/18, O
1744271412950119680, 1744271412950306560, 1/18, O
1744271412950306560, 1744271412950492672, 1/19, O
1744271412950492672, 1744271412950678528, 1/18, O
1744271412950678528, 1744271412950864896, 1/19, O
1744271412950864896, 1744271412951051008, 1/18, O
1744271412951051008, 1744271412951237632, 1/19, O
1744271412951237632, 1744271412951428352, 1/14, O
1744271412951428352, 1744271412951614720, 1/18, O
1744271412951614720, 1744271412951800832, 1/19, O
1744271412951800832, 1744271412951986432, 1/18, O
1744271412951986432, 1744271412952172544, 1/18, O
1744271412952172544, 1744271412952358400, 1/19, O
1744271412952358400, 1744271412952545024, 1/18, O
1744271412952545024, 1744271412952731136, 1/18, O
1744271412952731136, 1744271412952981504, 1/19, O
1744271412952981504, 1744271412953182976, 1/14, O
1744271412953182976, 1744271412953371392, 1/18, O
1744271412953371392, 1744271412953557760, 1/18, O
1744271412953557760, 1744271412953743616, 1/19, O
1744271412953743616, 1744271412953929472, 1/18, O
1744271412953929472, 1744271412954115072, 1/19, O
1744271412954115072, 1744271412954300672, 1/18, O
1744271412954300672, 1744271412954486528, 1/19, O
1744271412954486528, 1744271412954672640, 1/18, O
1744271412954672640, 1744271412954862336, 1/15, O
1744271412954862336, 1744271412955048704, 1/18, O
1744271412955048704, 1744271412955235072, 1/18, O
1744271412955235072, 1744271412955420672, 1/19, O
1744271412955420672, 1744271412955606528, 1/18, O
1744271412955606528, 1744271412955792640, 1/19, O
1744271412955792640, 1744271412955979264, 1/18, O
1744271412955979264, 1744271412956165120, 1/18, O
1744271412956165120, 1744271412956351232, 1/19, O
1744271412956351232, 1744271412956540928, 1/15, O
1744271412956540928, 1744271412956727296, 1/18, O
1744271412956727296, 1744271412956939008, 1/18, O
1744271412956939008, 1744271412957126400, 1/18, O
1744271412957126400, 1744271412957312512, 1/19, O
1744271412957312512, 1744271412957498368, 1/18, O
1744271412957498368, 1744271412957684224, 1/18, O
1744271412957684224, 1744271412957870336, 1/19, O
1744271412957870336, 1744271412958056192, 1/18, O
1744271412958056192, 1744271412958246400, 1/15, O
1744271412958246400, 1744271412958433280, 1/18, O
1744271412958433280, 1744271412958620160, 1/19, O
1744271412958620160, 1744271412958806016, 1/18, O
1744271412958806016, 1744271412958992896, 1/18, O
1744271412958992896, 1744271412959179264, 1/19, O
1744271412959179264, 1744271412959365632, 1/18, O
1744271412959365632, 1744271412959552256, 1/18, O
1744271412959552256, 1744271412959738368, 1/19, O
1744271412959738368, 1744271412959928320, 1/14, O
1744271412959928320, 1744271412960114944, 1/19, O
1744271412960114944, 1744271412960301568, 1/18, O
1744271412960301568, 1744271412960487680, 1/18, O
1744271412960487680, 1744271412960673792, 1/19, O
1744271412960673792, 1744271412960860672, 1/18, O
1744271412960860672, 1744271412961049344, 2/14, O
1744271412961049344, 1744271412961236992, 1/16, O
1744271412961236992, 1744271412961423616, 1/19, O
1744271412961423616, 1744271412961610240, 1/18, O
1744271412961610240, 1744271412961801472, 1/14, O
1744271412961801472, 1744271412961989120, 1/18, O
1744271412961989120, 1744271412962176768, 1/19, O
1744271412962176768, 1744271412962363904, 1/18, O
1744271412962363904, 1744271412962550272, 1/18, O
1744271412962550272, 1744271412962737920, 1/19, O
1744271412962737920, 1744271412962924288, 1/18, O
1744271412962924288, 1744271412963111168, 1/18, O
1744271412963111168, 1744271412963297024, 1/19, O
1744271412963297024, 1744271412963487488, 1/14, O
1744271412963487488, 1744271412963675136, 1/19, O
1744271412963675136, 1744271412963875328, 1/17, O
1744271412963875328, 1744271412964065024, 1/18, O
1744271412964065024, 1744271412964252928, 1/18, O
1744271412964252928, 1744271412964439808, 1/18, O
1744271412964439808, 1744271412964626944, 1/19, O
1744271412964626944, 1744271412964814080, 1/18, O
1744271412964814080, 1744271412965025024, 1/10, O
1744271412965025024, 1744271412965212160, 1/18, O
1744271412965212160, 1744271412965402624, 1/14, O
1744271412965402624, 1744271412965590016, 1/18, O
1744271412965590016, 1744271412965776640, 1/18, O
1744271412965776640, 1744271412965964032, 1/19, O
1744271412965964032, 1744271412966151680, 1/18, O
1744271412966151680, 1744271412966338560, 1/18, O
1744271412966338560, 1744271412966524928, 1/19, O
1744271412966524928, 1744271412966711552, 1/18, O
1744271412966711552, 1744271412966898688, 1/18, O
1744271412966898688, 1744271412967091968, 1/14, O
1744271412967091968, 1744271412967279872, 1/19, O
1744271412967279872, 1744271412967466496, 1/18, O
1744271412967466496, 1744271412967653632, 1/18, O
1744271412967653632, 1744271412967841536, 1/19, O
1744271412967841536, 1744271412968028416, 1/18, O
1744271412968028416, 1744271412968215296, 1/18, O
1744271412968215296, 1744271412968402688, 1/18, O
1744271412968402688, 1744271412968589824, 1/18, O
1744271412968589824, 1744271412968780800, 1/15, O
1744271412968780800, 1744271412969012480, 1/13, O
1744271412969012480, 1744271412969203712, 2/17, O
1744271412969203712, 1744271412969392128, 1/18, O
1744271412969392128, 1744271412969585664, 1/18, O
1744271412969585664, 1744271412969774592, 1/19, O
1744271412969774592, 1744271412969963008, 1/18, O
1744271412969963008, 1744271412970151424, 1/18, O
1744271412970151424, 1744271412970338560, 1/19, O
1744271412970338560, 1744271412970529024, 1/17, O
1744271412970529024, 1744271412970720768, 1/15, O
1744271412970720768, 1744271412970909440, 1/18, O
1744271412970909440, 1744271412971098624, 1/18, O
1744271412971098624, 1744271412971286784, 1/18, O
1744271412971286784, 1744271412971474944, 1/18, O
1744271412971474944, 1744271412971664384, 1/18, O
1744271412971664384, 1744271412971856384, 1/19, O
1744271412971856384, 1744271412972047616, 1/18, O
1744271412972047616, 1744271412972286720, 1/18, O
1744271412972286720, 1744271412972483072, 1/14, O
1744271412972483072, 1744271412972676608, 1/17, O
1744271412972676608, 1744271412972869632, 1/18, O
1744271412972869632, 1744271412973059840, 1/12, O
1744271412973059840, 1744271412973250816, 1/18, O
1744271412973250816, 1744271412973444608, 1/16, O
1744271412973444608, 1744271412973633024, 1/18, O
1744271412973633024, 1744271412973821184, 1/19, O
1744271412973821184, 1744271412974010880, 1/17, O
1744271412974010880, 1744271412974201344, 1/18, O
1744271412974201344, 1744271412974394880, 1/12, O
1744271412974394880, 1744271412974587648, 1/18, O
1744271412974587648, 1744271412974778624, 1/18, O
1744271412974778624, 1744271412974968576, 1/18, O
1744271412974968576, 1744271412975158528, 1/18, O
1744271412975158528, 1744271412975348992, 1/18, O
1744271412975348992, 1744271412975540224, 1/18, O
1744271412975540224, 1744271412975729152, 1/19, O
1744271412975729152, 1744271412975919616, 1/18, O
1744271412975919616, 1744271412976112640, 1/12, O
1744271412976112640, 1744271412976305408, 1/18, O
1744271412976305408, 1744271412976500736, 1/18, O
1744271412976500736, 1744271412976708352, 1/15, O
1744271412976708352, 1744271412976903424, 1/17, O
1744271412976903424, 1744271412977217536, 2/15, O
1744271412977217536, 1744271412977416192, 1/16, O
1744271412977416192, 1744271412977609216, 1/16, O
1744271412977609216, 1744271412977803520, 1/14, O
1744271412977803520, 1744271412977997824, 1/17, O
1744271412977997824, 1744271412978198016, 1/12, O
1744271412978198016, 1744271412978398720, 1/10, O
1744271412978398720, 1744271412978595328, 1/16, O
1744271412978595328, 1744271412978790400, 1/16, O
1744271412978790400, 1744271412978999552, 1/11, O
1744271412978999552, 1744271412979227648, 1/13, O
1744271412979227648, 1744271412979430400, 1/17, O
1744271412979430400, 1744271412979625984, 1/17, O
1744271412979625984, 1744271412979817728, 1/16, O
1744271412979817728, 1744271412980032000, 1/17, O
1744271412980032000, 1744271412980227072, 1/16, O
1744271412980227072, 1744271412980424448, 1/14, O
1744271412980424448, 1744271412980627968, 1/11, O
1744271412980627968, 1744271412980823296, 1/16, O
1744271412980823296, 1744271412981018624, 2/12, O
1744271412981018624, 1744271412981214464, 1/16, O
1744271412981214464, 1744271412981404928, 1/17, O
1744271412981404928, 1744271412981594624, 1/18, O
1744271412981594624, 1744271412981783552, 1/15, O
1744271412981783552, 1744271412981974272, 1/18, O
1744271412981974272, 1744271412982162944, 1/18, O
1744271412982162944, 1744271412982352384, 1/19, O
1744271412982352384, 1744271412982544896, 1/11, O
1744271412982544896, 1744271412982733824, 1/18, O
1744271412982733824, 1744271412982923264, 1/18, O
1744271412982923264, 1744271412983112960, 1/19, O
1744271412983112960, 1744271412983301888, 1/18, O
1744271412983301888, 1744271412983489536, 1/18, O
1744271412983489536, 1744271412983683072, 1/19, O
1744271412983683072, 1744271412983873280, 1/17, O
1744271412983873280, 1744271412984064000, 1/18, O
1744271412984064000, 1744271412984254720, 1/12, O
1744271412984254720, 1744271412984444672, 1/18, O
1744271412984444672, 1744271412984632576, 1/19, O
1744271412984632576, 1744271412984819456, 1/18, O
1744271412984819456, 1744271412985009920, 2/9, O
1744271412985009920, 1744271412985199104, 1/18, O
1744271412985199104, 1744271412985395200, 1/19, O
1744271412985395200, 1744271412985585920, 1/17, O
1744271412985585920, 1744271412985773824, 1/19, O
1744271412985773824, 1744271412985965568, 1/16, O
1744271412985965568, 1744271412986167040, 1/10, O
1744271412986167040, 1744271412986359040, 0/17, X
1744271412986359040, 1744271412986547712, 1/18, O
1744271412986547712, 1744271412986734848, 1/19, O
1744271412986734848, 1744271412986922240, 1/18, O
1744271412986922240, 1744271412987109632, 1/18, O
1744271412987109632, 1744271412987297024, 1/19, O
1744271412987297024, 1744271412987484672, 1/18, O
1744271412987484672, 1744271412987671552, 1/18, O
1744271412987671552, 1744271412987859712, 1/18, O
1744271412987859712, 1744271412988049152, 1/15, O
